,Meta Data,Technical Analysis: EMA
2003-05-02,,{'EMA': '15.9046'}
2003-05-01,,{'EMA': '15.8862'}
2003-04-30,,{'EMA': '15.8729'}
2003-04-29,,{'EMA': '15.8464'}
2003-04-28,,{'EMA': '15.8035'}
2003-04-25,,{'EMA': '15.7913'}
2003-04-24,,{'EMA': '15.7817'}
2003-04-23,,{'EMA': '15.7618'}
2003-04-22,,{'EMA': '15.7229'}
2003-04-21,,{'EMA': '15.7233'}
2003-04-17,,{'EMA': '15.6894'}
2003-04-16,,{'EMA': '15.7047'}
2003-04-15,,{'EMA': '15.6695'}
2003-04-14,,{'EMA': '15.6885'}
2003-04-11,,{'EMA': '15.7351'}
2003-04-10,,{'EMA': '15.7475'}
2003-04-09,,{'EMA': '15.7724'}
2003-04-08,,{'EMA': '15.7434'}
2003-04-07,,{'EMA': '15.7303'}
2003-04-04,,{'EMA': '15.6581'}
2003-04-03,,{'EMA': '15.6082'}
2003-04-02,,{'EMA': '15.5389'}
2003-04-01,,{'EMA': '15.5185'}
2003-03-31,,{'EMA': '15.5362'}
2003-03-28,,{'EMA': '15.5689'}
2003-03-27,,{'EMA': '15.5784'}
2003-03-26,,{'EMA': '15.5720'}
2003-03-25,,{'EMA': '15.5323'}
2003-03-24,,{'EMA': '15.4799'}
2003-03-21,,{'EMA': '15.4253'}
2003-03-20,,{'EMA': '15.2901'}
2003-03-19,,{'EMA': '15.1871'}
2003-03-18,,{'EMA': '15.0763'}
2003-03-17,,{'EMA': '14.9601'}
2003-03-14,,{'EMA': '14.9181'}
2003-03-13,,{'EMA': '14.8620'}
2003-03-12,,{'EMA': '14.8604'}
2003-03-11,,{'EMA': '14.9158'}
2003-03-10,,{'EMA': '14.9611'}
2003-03-07,,{'EMA': '14.9951'}
2003-03-06,,{'EMA': '15.0552'}
2003-03-05,,{'EMA': '15.1075'}
2003-03-04,,{'EMA': '15.1712'}
2003-03-03,,{'EMA': '15.2094'}
2003-02-28,,{'EMA': '15.2238'}
2003-02-27,,{'EMA': '15.2571'}
2003-02-26,,{'EMA': '15.2838'}
2003-02-25,,{'EMA': '15.3025'}
2003-02-24,,{'EMA': '15.3563'}
2003-02-21,,{'EMA': '15.3590'}
2003-02-20,,{'EMA': '15.3714'}
2003-02-19,,{'EMA': '15.3550'}
2003-02-18,,{'EMA': '15.3337'}
2003-02-14,,{'EMA': '15.3279'}
2003-02-13,,{'EMA': '15.3837'}
2003-02-12,,{'EMA': '15.4714'}
2003-02-11,,{'EMA': '15.5634'}
2003-02-10,,{'EMA': '15.6412'}
2003-02-07,,{'EMA': '15.7425'}
2003-02-06,,{'EMA': '15.8200'}
2003-02-05,,{'EMA': '15.9373'}
2003-02-04,,{'EMA': '16.0359'}
2003-02-03,,{'EMA': '16.1453'}
2003-01-31,,{'EMA': '16.2616'}
2003-01-30,,{'EMA': '16.4046'}
2003-01-29,,{'EMA': '16.4771'}
2003-01-28,,{'EMA': '16.6016'}
2003-01-27,,{'EMA': '16.7085'}
2003-01-24,,{'EMA': '16.8376'}
2003-01-23,,{'EMA': '16.8950'}
2003-01-22,,{'EMA': '16.9606'}
2003-01-21,,{'EMA': '17.0441'}
2003-01-17,,{'EMA': '17.1271'}
2003-01-16,,{'EMA': '17.1850'}
2003-01-15,,{'EMA': '17.1430'}
2003-01-14,,{'EMA': '17.0755'}
2003-01-13,,{'EMA': '17.0223'}
2003-01-10,,{'EMA': '16.9578'}
2003-01-09,,{'EMA': '16.9312'}
2003-01-08,,{'EMA': '16.9138'}
2003-01-07,,{'EMA': '16.8744'}
2003-01-06,,{'EMA': '16.8451'}
2003-01-03,,{'EMA': '16.8411'}
2003-01-02,,{'EMA': '16.8500'}
2002-12-31,,{'EMA': '16.9002'}
2002-12-30,,{'EMA': '16.9416'}
2002-12-27,,{'EMA': '16.9788'}
2002-12-26,,{'EMA': '17.0112'}
2002-12-24,,{'EMA': '17.0234'}
2002-12-23,,{'EMA': '17.0521'}
2002-12-20,,{'EMA': '17.0991'}
2002-12-19,,{'EMA': '17.1370'}
2002-12-18,,{'EMA': '17.1861'}
2002-12-17,,{'EMA': '17.2218'}
2002-12-16,,{'EMA': '17.2429'}
2002-12-13,,{'EMA': '17.3104'}
2002-12-12,,{'EMA': '17.3635'}
2002-12-11,,{'EMA': '17.3807'}
2002-12-10,,{'EMA': '17.4354'}
2002-12-09,,{'EMA': '17.5048'}
2002-12-06,,{'EMA': '17.5360'}
2002-12-05,,{'EMA': '17.5745'}
2002-12-04,,{'EMA': '17.5517'}
2002-12-03,,{'EMA': '17.5524'}
2002-12-02,,{'EMA': '17.5171'}
2002-11-29,,{'EMA': '17.4355'}
2002-11-27,,{'EMA': '17.3526'}
2002-11-26,,{'EMA': '17.2874'}
2002-11-25,,{'EMA': '17.2143'}
2002-11-22,,{'EMA': '17.1209'}
2002-11-21,,{'EMA': '17.0372'}
2002-11-20,,{'EMA': '16.9598'}
2002-11-19,,{'EMA': '16.9362'}
2002-11-18,,{'EMA': '16.8934'}
2002-11-15,,{'EMA': '16.8026'}
2002-11-14,,{'EMA': '16.7136'}
2002-11-13,,{'EMA': '16.6348'}
2002-11-12,,{'EMA': '16.6028'}
2002-11-11,,{'EMA': '16.5720'}
2002-11-08,,{'EMA': '16.5078'}
2002-11-07,,{'EMA': '16.4081'}
2002-11-06,,{'EMA': '16.2922'}
2002-11-05,,{'EMA': '16.1399'}
2002-11-04,,{'EMA': '16.0103'}
2002-11-01,,{'EMA': '15.8374'}
2002-10-31,,{'EMA': '15.7823'}
2002-10-30,,{'EMA': '15.6979'}
2002-10-29,,{'EMA': '15.6359'}
2002-10-28,,{'EMA': '15.5694'}
2002-10-25,,{'EMA': '15.4571'}
2002-10-24,,{'EMA': '15.4008'}
2002-10-23,,{'EMA': '15.2730'}
2002-10-22,,{'EMA': '15.1926'}
2002-10-21,,{'EMA': '15.1043'}
2002-10-18,,{'EMA': '14.9902'}
2002-10-17,,{'EMA': '14.8450'}
2002-10-16,,{'EMA': '14.6953'}
2002-10-15,,{'EMA': '14.5897'}
2002-10-14,,{'EMA': '14.4463'}
2002-10-11,,{'EMA': '14.3827'}
2002-10-10,,{'EMA': '14.3406'}
2002-10-09,,{'EMA': '14.3993'}
2002-10-08,,{'EMA': '14.4566'}
2002-10-07,,{'EMA': '14.5035'}
2002-10-04,,{'EMA': '14.5844'}
2002-10-03,,{'EMA': '14.6240'}
2002-10-02,,{'EMA': '14.6704'}
2002-10-01,,{'EMA': '14.6964'}
2002-09-30,,{'EMA': '14.7807'}
2002-09-27,,{'EMA': '14.8561'}
2002-09-26,,{'EMA': '14.9026'}
2002-09-25,,{'EMA': '14.9203'}
2002-09-24,,{'EMA': '14.9619'}
2002-09-23,,{'EMA': '15.0568'}
2002-09-20,,{'EMA': '15.1058'}
2002-09-19,,{'EMA': '15.1250'}
2002-09-18,,{'EMA': '15.1784'}
2002-09-17,,{'EMA': '15.2358'}
2002-09-16,,{'EMA': '15.2380'}
2002-09-13,,{'EMA': '15.2739'}
2002-09-12,,{'EMA': '15.3353'}
2002-09-11,,{'EMA': '15.3637'}
2002-09-10,,{'EMA': '15.3300'}
2002-09-09,,{'EMA': '15.3457'}
2002-09-06,,{'EMA': '15.4033'}
2002-09-05,,{'EMA': '15.4510'}
2002-09-04,,{'EMA': '15.5113'}
2002-09-03,,{'EMA': '15.5792'}
2002-08-30,,{'EMA': '15.6205'}
2002-08-29,,{'EMA': '15.6152'}
2002-08-28,,{'EMA': '15.6485'}
2002-08-27,,{'EMA': '15.6354'}
2002-08-26,,{'EMA': '15.5632'}
2002-08-23,,{'EMA': '15.4784'}
2002-08-22,,{'EMA': '15.3802'}
2002-08-21,,{'EMA': '15.2662'}
2002-08-20,,{'EMA': '15.1811'}
2002-08-19,,{'EMA': '15.0931'}
2002-08-16,,{'EMA': '15.0383'}
2002-08-15,,{'EMA': '14.9970'}
2002-08-14,,{'EMA': '14.9350'}
2002-08-13,,{'EMA': '14.9515'}
2002-08-12,,{'EMA': '14.9466'}
2002-08-09,,{'EMA': '14.9530'}
2002-08-08,,{'EMA': '14.9432'}
2002-08-07,,{'EMA': '14.9649'}
2002-08-06,,{'EMA': '14.9922'}
2002-08-05,,{'EMA': '15.0880'}
2002-08-02,,{'EMA': '15.2123'}
2002-08-01,,{'EMA': '15.3110'}
2002-07-31,,{'EMA': '15.3548'}
2002-07-30,,{'EMA': '15.4020'}
2002-07-29,,{'EMA': '15.4559'}
2002-07-26,,{'EMA': '15.5370'}
2002-07-25,,{'EMA': '15.7234'}
2002-07-24,,{'EMA': '15.8751'}
2002-07-23,,{'EMA': '16.1575'}
2002-07-22,,{'EMA': '16.3201'}
2002-07-19,,{'EMA': '16.4220'}
2002-07-18,,{'EMA': '16.5053'}
2002-07-17,,{'EMA': '16.5285'}
2002-07-16,,{'EMA': '16.5397'}
2002-07-15,,{'EMA': '16.5897'}
2002-07-12,,{'EMA': '16.6423'}
2002-07-11,,{'EMA': '16.6383'}
2002-07-10,,{'EMA': '16.6754'}
2002-07-09,,{'EMA': '16.6647'}
2002-07-08,,{'EMA': '16.6648'}
2002-07-05,,{'EMA': '16.6305'}
2002-07-03,,{'EMA': '16.6340'}
2002-07-02,,{'EMA': '16.6957'}
2002-07-01,,{'EMA': '16.7279'}
2002-06-28,,{'EMA': '16.7090'}
2002-06-27,,{'EMA': '16.6747'}
2002-06-26,,{'EMA': '16.6355'}
2002-06-25,,{'EMA': '16.7033'}
2002-06-24,,{'EMA': '16.6638'}
2002-06-21,,{'EMA': '16.7019'}
2002-06-20,,{'EMA': '16.7029'}
2002-06-19,,{'EMA': '16.6736'}
2002-06-18,,{'EMA': '16.6071'}
2002-06-17,,{'EMA': '16.5320'}
2002-06-14,,{'EMA': '16.4453'}
2002-06-13,,{'EMA': '16.4284'}
2002-06-12,,{'EMA': '16.3571'}
2002-06-11,,{'EMA': '16.3492'}
2002-06-10,,{'EMA': '16.3199'}
2002-06-07,,{'EMA': '16.3374'}
2002-06-06,,{'EMA': '16.4116'}
2002-06-05,,{'EMA': '16.4430'}
2002-06-04,,{'EMA': '16.5109'}
2002-06-03,,{'EMA': '16.6147'}
2002-05-31,,{'EMA': '16.6823'}
2002-05-30,,{'EMA': '16.6969'}
2002-05-29,,{'EMA': '16.7524'}
2002-05-28,,{'EMA': '16.8131'}
2002-05-24,,{'EMA': '16.8193'}
2002-05-23,,{'EMA': '16.8089'}
2002-05-22,,{'EMA': '16.8112'}
2002-05-21,,{'EMA': '16.8709'}
2002-05-20,,{'EMA': '16.8716'}
2002-05-17,,{'EMA': '16.8239'}
2002-05-16,,{'EMA': '16.7493'}
2002-05-15,,{'EMA': '16.7140'}
2002-05-14,,{'EMA': '16.6821'}
2002-05-13,,{'EMA': '16.6499'}
2002-05-10,,{'EMA': '16.7379'}
2002-05-09,,{'EMA': '16.7697'}
2002-05-08,,{'EMA': '16.7461'}
2002-05-07,,{'EMA': '16.8181'}
2002-05-06,,{'EMA': '16.9626'}
2002-05-03,,{'EMA': '17.1135'}
2002-05-02,,{'EMA': '17.2225'}
2002-05-01,,{'EMA': '17.2993'}
2002-04-30,,{'EMA': '17.3988'}
2002-04-29,,{'EMA': '17.5101'}
2002-04-26,,{'EMA': '17.6522'}
2002-04-25,,{'EMA': '17.7273'}
2002-04-24,,{'EMA': '17.8464'}
2002-04-23,,{'EMA': '17.9478'}
2002-04-22,,{'EMA': '18.0015'}
2002-04-19,,{'EMA': '18.0349'}
2002-04-18,,{'EMA': '18.0429'}
2002-04-17,,{'EMA': '18.0720'}
2002-04-16,,{'EMA': '18.0677'}
2002-04-15,,{'EMA': '18.1115'}
2002-04-12,,{'EMA': '18.1722'}
2002-04-11,,{'EMA': '18.2655'}
2002-04-10,,{'EMA': '18.3450'}
2002-04-09,,{'EMA': '18.4565'}
2002-04-08,,{'EMA': '18.5101'}
2002-04-05,,{'EMA': '18.6638'}
2002-04-04,,{'EMA': '18.7519'}
2002-04-03,,{'EMA': '18.8772'}
2002-04-02,,{'EMA': '18.9694'}
2002-04-01,,{'EMA': '19.0252'}
2002-03-28,,{'EMA': '19.0575'}
2002-03-27,,{'EMA': '19.0893'}
2002-03-26,,{'EMA': '19.1603'}
2002-03-25,,{'EMA': '19.2289'}
2002-03-22,,{'EMA': '19.2613'}
2002-03-21,,{'EMA': '19.2790'}
2002-03-20,,{'EMA': '19.3249'}
2002-03-19,,{'EMA': '19.3381'}
2002-03-18,,{'EMA': '19.3282'}
2002-03-15,,{'EMA': '19.2999'}
2002-03-14,,{'EMA': '19.3231'}
2002-03-13,,{'EMA': '19.3130'}
2002-03-12,,{'EMA': '19.3037'}
2002-03-11,,{'EMA': '19.2798'}
2002-03-08,,{'EMA': '19.2226'}
2002-03-07,,{'EMA': '19.1558'}
2002-03-06,,{'EMA': '19.0812'}
2002-03-05,,{'EMA': '19.0228'}
2002-03-04,,{'EMA': '18.9558'}
2002-03-01,,{'EMA': '18.9371'}
2002-02-28,,{'EMA': '18.9850'}
2002-02-27,,{'EMA': '19.0461'}
2002-02-26,,{'EMA': '19.1043'}
2002-02-25,,{'EMA': '19.1673'}
2002-02-22,,{'EMA': '19.2729'}
2002-02-21,,{'EMA': '19.3857'}
2002-02-20,,{'EMA': '19.4575'}
2002-02-19,,{'EMA': '19.5464'}
2002-02-15,,{'EMA': '19.6284'}
2002-02-14,,{'EMA': '19.6626'}
2002-02-13,,{'EMA': '19.6908'}
2002-02-12,,{'EMA': '19.7762'}
2002-02-11,,{'EMA': '19.8630'}
2002-02-08,,{'EMA': '19.9735'}
2002-02-07,,{'EMA': '20.0915'}
2002-02-06,,{'EMA': '20.2158'}
2002-02-05,,{'EMA': '20.3115'}
2002-02-04,,{'EMA': '20.4421'}
2002-02-01,,{'EMA': '20.5358'}
2002-01-31,,{'EMA': '20.5842'}
2002-01-30,,{'EMA': '20.6714'}
2002-01-29,,{'EMA': '20.7864'}
2002-01-28,,{'EMA': '20.8677'}
2002-01-25,,{'EMA': '20.9467'}
2002-01-24,,{'EMA': '21.0349'}
2002-01-23,,{'EMA': '21.1347'}
2002-01-22,,{'EMA': '21.2460'}
2002-01-18,,{'EMA': '21.2885'}
2002-01-17,,{'EMA': '21.3199'}
2002-01-16,,{'EMA': '21.3097'}
2002-01-15,,{'EMA': '21.2885'}
2002-01-14,,{'EMA': '21.2712'}
2002-01-11,,{'EMA': '21.2633'}
2002-01-10,,{'EMA': '21.2165'}
2002-01-09,,{'EMA': '21.1976'}
2002-01-08,,{'EMA': '21.1380'}
2002-01-07,,{'EMA': '21.1046'}
2002-01-04,,{'EMA': '21.0348'}
2002-01-03,,{'EMA': '20.9736'}
2002-01-02,,{'EMA': '20.9732'}
2001-12-31,,{'EMA': '20.9872'}
2001-12-28,,{'EMA': '20.9653'}
2001-12-27,,{'EMA': '20.9290'}
2001-12-26,,{'EMA': '20.8970'}
2001-12-24,,{'EMA': '20.8792'}
2001-12-21,,{'EMA': '20.8503'}
2001-12-20,,{'EMA': '20.8094'}
2001-12-19,,{'EMA': '20.7289'}
2001-12-18,,{'EMA': '20.6568'}
2001-12-17,,{'EMA': '20.5681'}
2001-12-14,,{'EMA': '20.5253'}
2001-12-13,,{'EMA': '20.5141'}
2001-12-12,,{'EMA': '20.4671'}
2001-12-11,,{'EMA': '20.4145'}
2001-12-10,,{'EMA': '20.3410'}
2001-12-07,,{'EMA': '20.2645'}
2001-12-06,,{'EMA': '20.1576'}
2001-12-05,,{'EMA': '20.0484'}
2001-12-04,,{'EMA': '19.9748'}
2001-12-03,,{'EMA': '19.9405'}
2001-11-30,,{'EMA': '19.9393'}
2001-11-29,,{'EMA': '19.9120'}
2001-11-28,,{'EMA': '19.9302'}
2001-11-27,,{'EMA': '19.9486'}
2001-11-26,,{'EMA': '19.9182'}
2001-11-23,,{'EMA': '19.8785'}
2001-11-21,,{'EMA': '19.8539'}
2001-11-20,,{'EMA': '19.8275'}
2001-11-19,,{'EMA': '19.7332'}
2001-11-16,,{'EMA': '19.6356'}
2001-11-15,,{'EMA': '19.5248'}
2001-11-14,,{'EMA': '19.4111'}
2001-11-13,,{'EMA': '19.2194'}
2001-11-12,,{'EMA': '19.0533'}
2001-11-09,,{'EMA': '18.9362'}
2001-11-08,,{'EMA': '18.8186'}
2001-11-07,,{'EMA': '18.6856'}
2001-11-06,,{'EMA': '18.5467'}
2001-11-05,,{'EMA': '18.4414'}
2001-11-02,,{'EMA': '18.3519'}
2001-11-01,,{'EMA': '18.2513'}
2001-10-31,,{'EMA': '18.1984'}
2001-10-30,,{'EMA': '18.1646'}
2001-10-29,,{'EMA': '18.1393'}
2001-10-26,,{'EMA': '18.0121'}
2001-10-25,,{'EMA': '17.8652'}
2001-10-24,,{'EMA': '17.7572'}
2001-10-23,,{'EMA': '17.6417'}
2001-10-22,,{'EMA': '17.5157'}
2001-10-19,,{'EMA': '17.4574'}
2001-10-18,,{'EMA': '17.4089'}
2001-10-17,,{'EMA': '17.3886'}
2001-10-16,,{'EMA': '17.2795'}
2001-10-15,,{'EMA': '17.1985'}
2001-10-12,,{'EMA': '17.1710'}
2001-10-11,,{'EMA': '17.1470'}
2001-10-10,,{'EMA': '17.1187'}
2001-10-09,,{'EMA': '17.1551'}
2001-10-08,,{'EMA': '17.0733'}
2001-10-05,,{'EMA': '17.0051'}
2001-10-04,,{'EMA': '16.9501'}
2001-10-03,,{'EMA': '16.8659'}
2001-10-02,,{'EMA': '16.9120'}
2001-10-01,,{'EMA': '16.9893'}
2001-09-28,,{'EMA': '17.0959'}
2001-09-27,,{'EMA': '17.2545'}
2001-09-26,,{'EMA': '17.4139'}
2001-09-25,,{'EMA': '17.5451'}
2001-09-24,,{'EMA': '17.6658'}
2001-09-21,,{'EMA': '17.8491'}
2001-09-20,,{'EMA': '18.1361'}
2001-09-19,,{'EMA': '18.3133'}
2001-09-18,,{'EMA': '18.4423'}
2001-09-17,,{'EMA': '18.6170'}
2001-09-10,,{'EMA': '18.7901'}
2001-09-07,,{'EMA': '18.9524'}
2001-09-06,,{'EMA': '19.0937'}
2001-09-05,,{'EMA': '19.2351'}
2001-09-04,,{'EMA': '19.4025'}
2001-08-31,,{'EMA': '19.5550'}
2001-08-30,,{'EMA': '19.7335'}
2001-08-29,,{'EMA': '19.8613'}
2001-08-28,,{'EMA': '19.9391'}
2001-08-27,,{'EMA': '19.9843'}
2001-08-24,,{'EMA': '20.0479'}
2001-08-23,,{'EMA': '20.1896'}
2001-08-22,,{'EMA': '20.3121'}
2001-08-21,,{'EMA': '20.4325'}
2001-08-20,,{'EMA': '20.5159'}
2001-08-17,,{'EMA': '20.6400'}
2001-08-16,,{'EMA': '20.7104'}
2001-08-15,,{'EMA': '20.8171'}
2001-08-14,,{'EMA': '20.8761'}
2001-08-13,,{'EMA': '20.9084'}
2001-08-10,,{'EMA': '20.9599'}
2001-08-09,,{'EMA': '21.0313'}
2001-08-08,,{'EMA': '21.1033'}
2001-08-07,,{'EMA': '21.1346'}
2001-08-06,,{'EMA': '21.1837'}
2001-08-03,,{'EMA': '21.2224'}
2001-08-02,,{'EMA': '21.2410'}
2001-08-01,,{'EMA': '21.2642'}
2001-07-31,,{'EMA': '21.3025'}
2001-07-30,,{'EMA': '21.3694'}
2001-07-27,,{'EMA': '21.4542'}
2001-07-26,,{'EMA': '21.5350'}
2001-07-25,,{'EMA': '21.5904'}
2001-07-24,,{'EMA': '21.6782'}
2001-07-23,,{'EMA': '21.7517'}
2001-07-20,,{'EMA': '21.7626'}
2001-07-19,,{'EMA': '21.8123'}
2001-07-18,,{'EMA': '21.7673'}
2001-07-17,,{'EMA': '21.7372'}
2001-07-16,,{'EMA': '21.7021'}
2001-07-13,,{'EMA': '21.6389'}
2001-07-12,,{'EMA': '21.5710'}
2001-07-11,,{'EMA': '21.5181'}
2001-07-10,,{'EMA': '21.6627'}
2001-07-09,,{'EMA': '21.7691'}
2001-07-06,,{'EMA': '21.8767'}
2001-07-05,,{'EMA': '21.9294'}
2001-07-03,,{'EMA': '21.9273'}
2001-07-02,,{'EMA': '21.9226'}
2001-06-29,,{'EMA': '21.8626'}
2001-06-28,,{'EMA': '21.7795'}
2001-06-27,,{'EMA': '21.7209'}
2001-06-26,,{'EMA': '21.7093'}
2001-06-25,,{'EMA': '21.7603'}
2001-06-22,,{'EMA': '21.7763'}
2001-06-21,,{'EMA': '21.7658'}
2001-06-20,,{'EMA': '21.7809'}
2001-06-19,,{'EMA': '21.8603'}
2001-06-18,,{'EMA': '21.9141'}
2001-06-15,,{'EMA': '21.9815'}
2001-06-14,,{'EMA': '22.0694'}
2001-06-13,,{'EMA': '22.0814'}
2001-06-12,,{'EMA': '22.0373'}
2001-06-11,,{'EMA': '22.0211'}
2001-06-08,,{'EMA': '21.9460'}
2001-06-07,,{'EMA': '21.8368'}
2001-06-06,,{'EMA': '21.7661'}
2001-06-05,,{'EMA': '21.6643'}
2001-06-04,,{'EMA': '21.6189'}
2001-06-01,,{'EMA': '21.5754'}
2001-05-31,,{'EMA': '21.5574'}
2001-05-30,,{'EMA': '21.5410'}
2001-05-29,,{'EMA': '21.5207'}
2001-05-25,,{'EMA': '21.4597'}
2001-05-24,,{'EMA': '21.3656'}
2001-05-23,,{'EMA': '21.3160'}
2001-05-22,,{'EMA': '21.2473'}
2001-05-21,,{'EMA': '21.2011'}
2001-05-18,,{'EMA': '21.1940'}
2001-05-17,,{'EMA': '21.1976'}
2001-05-16,,{'EMA': '21.1573'}
2001-05-15,,{'EMA': '21.1569'}
2001-05-14,,{'EMA': '21.1238'}
2001-05-11,,{'EMA': '21.0753'}
2001-05-10,,{'EMA': '20.9960'}
2001-05-09,,{'EMA': '20.8721'}
2001-05-08,,{'EMA': '20.7325'}
2001-05-07,,{'EMA': '20.5629'}
2001-05-04,,{'EMA': '20.4052'}
2001-05-03,,{'EMA': '20.3201'}
2001-05-02,,{'EMA': '20.1875'}
2001-05-01,,{'EMA': '19.9868'}
2001-04-30,,{'EMA': '19.8706'}
2001-04-27,,{'EMA': '19.7155'}
2001-04-26,,{'EMA': '19.5136'}
2001-04-25,,{'EMA': '19.2747'}
2001-04-24,,{'EMA': '19.0900'}
2001-04-23,,{'EMA': '18.8672'}
2001-04-20,,{'EMA': '18.6248'}
2001-04-19,,{'EMA': '18.2898'}
2001-04-18,,{'EMA': '18.0617'}
2001-04-17,,{'EMA': '17.8864'}
2001-04-16,,{'EMA': '17.7833'}
2001-04-12,,{'EMA': '17.6423'}
2001-04-11,,{'EMA': '17.5448'}
2001-04-10,,{'EMA': '17.4034'}
2001-04-09,,{'EMA': '17.3323'}
2001-04-06,,{'EMA': '17.2972'}
2001-04-05,,{'EMA': '17.2646'}
2001-04-04,,{'EMA': '17.3109'}
2001-04-03,,{'EMA': '17.3734'}
2001-04-02,,{'EMA': '17.3818'}
2001-03-30,,{'EMA': '17.4067'}
2001-03-29,,{'EMA': '17.4047'}
2001-03-28,,{'EMA': '17.4141'}
2001-03-27,,{'EMA': '17.3619'}
2001-03-26,,{'EMA': '17.3457'}
2001-03-23,,{'EMA': '17.2945'}
2001-03-22,,{'EMA': '17.3066'}
2001-03-21,,{'EMA': '17.4568'}
2001-03-20,,{'EMA': '17.5692'}
2001-03-19,,{'EMA': '17.6207'}
2001-03-16,,{'EMA': '17.6791'}
2001-03-15,,{'EMA': '17.8060'}
2001-03-14,,{'EMA': '17.8576'}
2001-03-13,,{'EMA': '18.0023'}
2001-03-12,,{'EMA': '18.1712'}
2001-03-09,,{'EMA': '18.2788'}
2001-03-08,,{'EMA': '18.2955'}
2001-03-07,,{'EMA': '18.2398'}
2001-03-06,,{'EMA': '18.1921'}
2001-03-05,,{'EMA': '18.1786'}
2001-03-02,,{'EMA': '18.2069'}
2001-03-01,,{'EMA': '18.2302'}
2001-02-28,,{'EMA': '18.2227'}
2001-02-27,,{'EMA': '18.1832'}
2001-02-26,,{'EMA': '18.1454'}
2001-02-23,,{'EMA': '18.1585'}
2001-02-22,,{'EMA': '18.2726'}
2001-02-21,,{'EMA': '18.3397'}
2001-02-20,,{'EMA': '18.4467'}
2001-02-16,,{'EMA': '18.4977'}
2001-02-15,,{'EMA': '18.5657'}
2001-02-14,,{'EMA': '18.5780'}
2001-02-13,,{'EMA': '18.6344'}
2001-02-12,,{'EMA': '18.6339'}
2001-02-09,,{'EMA': '18.6590'}
2001-02-08,,{'EMA': '18.6084'}
2001-02-07,,{'EMA': '18.4765'}
2001-02-06,,{'EMA': '18.3861'}
2001-02-05,,{'EMA': '18.2848'}
2001-02-02,,{'EMA': '18.2143'}
2001-02-01,,{'EMA': '18.0821'}
2001-01-31,,{'EMA': '17.9894'}
2001-01-30,,{'EMA': '17.8191'}
2001-01-29,,{'EMA': '17.5848'}
2001-01-26,,{'EMA': '17.3565'}
2001-01-25,,{'EMA': '17.1854'}
2001-01-24,,{'EMA': '16.9424'}
2001-01-23,,{'EMA': '16.7299'}
2001-01-22,,{'EMA': '16.5352'}
2001-01-19,,{'EMA': '16.2898'}
2001-01-18,,{'EMA': '16.0432'}
2001-01-17,,{'EMA': '15.9693'}
2001-01-16,,{'EMA': '15.8898'}
2001-01-12,,{'EMA': '15.8102'}
2001-01-11,,{'EMA': '15.6757'}
2001-01-10,,{'EMA': '15.5866'}
2001-01-09,,{'EMA': '15.5510'}
2001-01-08,,{'EMA': '15.5432'}
2001-01-05,,{'EMA': '15.5677'}
2001-01-04,,{'EMA': '15.6085'}
2001-01-03,,{'EMA': '15.6748'}
2001-01-02,,{'EMA': '15.8923'}
2000-12-29,,{'EMA': '16.1020'}
2000-12-28,,{'EMA': '16.3387'}
2000-12-27,,{'EMA': '16.5619'}
2000-12-26,,{'EMA': '16.7761'}
2000-12-22,,{'EMA': '16.9884'}
2000-12-21,,{'EMA': '17.2884'}
2000-12-20,,{'EMA': '17.7434'}
2000-12-19,,{'EMA': '18.1796'}
2000-12-18,,{'EMA': '18.5146'}
2000-12-15,,{'EMA': '18.8344'}
2000-12-14,,{'EMA': '19.1221'}
2000-12-13,,{'EMA': '19.2232'}
2000-12-12,,{'EMA': '19.2544'}
2000-12-11,,{'EMA': '19.3727'}
2000-12-08,,{'EMA': '19.5751'}
2000-12-07,,{'EMA': '19.8250'}
2000-12-06,,{'EMA': '20.1370'}
2000-12-05,,{'EMA': '20.2752'}
2000-12-04,,{'EMA': '20.4525'}
2000-12-01,,{'EMA': '20.7082'}
2000-11-30,,{'EMA': '20.9642'}
2000-11-29,,{'EMA': '21.1226'}
2000-11-28,,{'EMA': '21.1464'}
2000-11-27,,{'EMA': '21.0927'}
2000-11-24,,{'EMA': '20.9688'}
2000-11-22,,{'EMA': '20.9089'}
2000-11-21,,{'EMA': '20.9348'}
2000-11-20,,{'EMA': '20.9224'}
2000-11-17,,{'EMA': '20.8853'}
2000-11-16,,{'EMA': '20.8032'}
2000-11-15,,{'EMA': '20.7129'}
2000-11-14,,{'EMA': '20.6255'}
2000-11-13,,{'EMA': '20.5625'}
2000-11-10,,{'EMA': '20.5341'}
2000-11-09,,{'EMA': '20.4013'}
2000-11-08,,{'EMA': '20.3002'}
2000-11-07,,{'EMA': '20.1071'}
2000-11-06,,{'EMA': '19.9375'}
2000-11-03,,{'EMA': '19.7841'}
2000-11-02,,{'EMA': '19.5978'}
2000-11-01,,{'EMA': '19.3579'}
2000-10-31,,{'EMA': '19.1525'}
2000-10-30,,{'EMA': '18.9109'}
2000-10-27,,{'EMA': '18.6920'}
2000-10-26,,{'EMA': '18.5391'}
2000-10-25,,{'EMA': '18.4862'}
2000-10-24,,{'EMA': '18.3987'}
2000-10-23,,{'EMA': '18.2809'}
2000-10-20,,{'EMA': '18.0890'}
2000-10-19,,{'EMA': '17.9814'}
2000-10-18,,{'EMA': '17.9528'}
